time	year	month	day	hour	WVHT	APD
2008-12-31 23:00:00	2008	12	31	23	0.94	7.26
2009-01-01 00:00:00	2009	1	1	0	0.88	6.91
2009-01-01 01:00:00	2009	1	1	1	0.82	6.71
2009-01-01 02:00:00	2009	1	1	2	0.84	6.77
2009-01-01 03:00:00	2009	1	1	3	0.87	6.45
2009-01-01 04:00:00	2009	1	1	4	0.86	6.29
2009-01-01 05:00:00	2009	1	1	5	0.79	5.96
2009-01-01 06:00:00	2009	1	1	6	0.81	5.98
2009-01-01 07:00:00	2009	1	1	7	0.78	6.43
2009-01-01 08:00:00	2009	1	1	8	0.74	6.43
2009-01-01 09:00:00	2009	1	1	9	0.8	6.78
2009-01-01 10:00:00	2009	1	1	10	0.76	7.03
2009-01-01 11:00:00	2009	1	1	11	0.74	6.86
2009-01-01 12:00:00	2009	1	1	12	0.74	6.8
2009-01-01 13:00:00	2009	1	1	13	0.82	6.59
2009-01-01 14:00:00	2009	1	1	14	0.93	6.69
2009-01-01 15:00:00	2009	1	1	15	1.0	6.59
2009-01-01 16:00:00	2009	1	1	16	1.03	6.14
2009-01-01 17:00:00	2009	1	1	17	0.92	6.04
2009-01-01 18:00:00	2009	1	1	18	0.93	6.12
2009-01-01 19:00:00	2009	1	1	19	0.85	5.94
2009-01-01 20:00:00	2009	1	1	20	0.87	5.88
2009-01-01 21:00:00	2009	1	1	21	0.83	6.21
2009-01-01 22:00:00	2009	1	1	22	0.86	6.25
2009-01-01 23:00:00	2009	1	1	23	0.86	6.2
2009-01-02 00:00:00	2009	1	2	0	0.77	6.2
2009-01-02 01:00:00	2009	1	2	1	0.76	6.17
2009-01-02 02:00:00	2009	1	2	2	0.84	6.37
2009-01-02 03:00:00	2009	1	2	3	0.75	5.97
2009-01-02 04:00:00	2009	1	2	4	0.75	5.93
2009-01-02 05:00:00	2009	1	2	5	0.73	5.46
2009-01-02 06:00:00	2009	1	2	6	0.71	5.71
2009-01-02 07:00:00	2009	1	2	7	0.78	5.81
2009-01-02 08:00:00	2009	1	2	8	0.73	5.96
2009-01-02 09:00:00	2009	1	2	9	0.73	6.19
2009-01-02 10:00:00	2009	1	2	10	0.78	6.37
2009-01-02 11:00:00	2009	1	2	11	0.86	6.84
2009-01-02 12:00:00	2009	1	2	12	0.85	6.83
2009-01-02 13:00:00	2009	1	2	13	0.85	6.82
2009-01-02 14:00:00	2009	1	2	14	0.78	6.39
2009-01-02 15:00:00	2009	1	2	15	0.86	6.65
2009-01-02 16:00:00	2009	1	2	16	0.8	6.53
2009-01-02 17:00:00	2009	1	2	17	0.87	7.07
2009-01-02 18:00:00	2009	1	2	18	0.85	6.83
2009-01-02 19:00:00	2009	1	2	19	0.83	7.02
2009-01-02 20:00:00	2009	1	2	20	0.87	6.85
2009-01-02 21:00:00	2009	1	2	21	0.89	7.02
2009-01-02 22:00:00	2009	1	2	22	0.91	7.01
2009-01-02 23:00:00	2009	1	2	23	0.94	6.85
2009-01-03 00:00:00	2009	1	3	0	0.96	6.86
2009-01-03 01:00:00	2009	1	3	1	0.95	6.74
2009-01-03 02:00:00	2009	1	3	2	1.01	6.51
2009-01-03 03:00:00	2009	1	3	3	1.05	6.6
2009-01-03 04:00:00	2009	1	3	4	1.0	5.91
2009-01-03 05:00:00	2009	1	3	5	1.13	5.94
2009-01-03 06:00:00	2009	1	3	6	1.0	5.32
2009-01-03 07:00:00	2009	1	3	7	0.97	5.4
2009-01-03 08:00:00	2009	1	3	8	0.96	4.97
2009-01-03 09:00:00	2009	1	3	9	0.99	4.94
2009-01-03 10:00:00	2009	1	3	10	0.97	4.72
2009-01-03 11:00:00	2009	1	3	11	1.01	4.71
2009-01-03 12:00:00	2009	1	3	12	1.01	4.58
2009-01-03 13:00:00	2009	1	3	13	1.0	4.75
2009-01-03 14:00:00	2009	1	3	14	0.98	4.71
2009-01-03 15:00:00	2009	1	3	15	0.99	4.98
2009-01-03 16:00:00	2009	1	3	16	0.96	5.06
2009-01-03 17:00:00	2009	1	3	17	1.07	5.55
2009-01-03 18:00:00	2009	1	3	18	1.02	5.35
2009-01-03 19:00:00	2009	1	3	19	1.06	5.25
2009-01-03 20:00:00	2009	1	3	20	1.0	5.17
2009-01-03 21:00:00	2009	1	3	21	1.02	5.61
2009-01-03 22:00:00	2009	1	3	22	1.0	5.76
2009-01-03 23:00:00	2009	1	3	23	1.08	6.39
2009-01-04 00:00:00	2009	1	4	0	1.09	6.36
2009-01-04 01:00:00	2009	1	4	1	1.18	6.57
2009-01-04 02:00:00	2009	1	4	2	1.12	6.42
2009-01-04 03:00:00	2009	1	4	3	1.18	6.58
2009-01-04 04:00:00	2009	1	4	4	1.14	6.27
2009-01-04 05:00:00	2009	1	4	5	1.1	6.39
2009-01-04 06:00:00	2009	1	4	6	1.05	5.99
2009-01-04 07:00:00	2009	1	4	7	1.09	6.01
2009-01-04 08:00:00	2009	1	4	8	1.07	5.9
2009-01-04 09:00:00	2009	1	4	9	1.21	6.23
2009-01-04 10:00:00	2009	1	4	10	1.19	6.68
2009-01-04 11:00:00	2009	1	4	11	1.14	6.68
2009-01-04 12:00:00	2009	1	4	12	1.15	7.14
2009-01-04 13:00:00	2009	1	4	13	1.22	6.83
2009-01-04 14:00:00	2009	1	4	14	1.07	6.01
2009-01-04 15:00:00	2009	1	4	15	1.33	6.36
2009-01-04 16:00:00	2009	1	4	16	1.28	5.73
2009-01-04 17:00:00	2009	1	4	17	1.2	5.1
2009-01-04 18:00:00	2009	1	4	18	1.25	5.02
2009-01-04 19:00:00	2009	1	4	19	1.54	5.43
2009-01-04 20:00:00	2009	1	4	20	1.39	5.44
2009-01-04 21:00:00	2009	1	4	21	1.27	5.23
2009-01-04 22:00:00	2009	1	4	22	1.07	5.24
2009-01-04 23:00:00	2009	1	4	23	1.14	6.14
2009-01-05 00:00:00	2009	1	5	0	1.1	5.48
2009-01-05 01:00:00	2009	1	5	1	1.04	5.43
2009-01-05 02:00:00	2009	1	5	2	1.2	5.05
2009-01-05 03:00:00	2009	1	5	3	1.17	4.98
2009-01-05 04:00:00	2009	1	5	4	1.18	4.88
2009-01-05 05:00:00	2009	1	5	5	1.13	5.09
2009-01-05 06:00:00	2009	1	5	6	1.28	5.69
2009-01-05 07:00:00	2009	1	5	7	1.2	5.38
2009-01-05 08:00:00	2009	1	5	8	1.14	5.54
2009-01-05 09:00:00	2009	1	5	9	1.27	5.93
2009-01-05 10:00:00	2009	1	5	10	1.29	6.41
2009-01-05 11:00:00	2009	1	5	11	1.19	6.41
2009-01-05 12:00:00	2009	1	5	12	1.13	6.45
2009-01-05 13:00:00	2009	1	5	13	1.14	6.53
2009-01-05 14:00:00	2009	1	5	14	1.11	6.42
2009-01-05 15:00:00	2009	1	5	15	1.11	6.26
2009-01-05 16:00:00	2009	1	5	16	1.15	6.39
2009-01-05 17:00:00	2009	1	5	17	1.01	6.06
2009-01-05 18:00:00	2009	1	5	18	1.05	6.52
2009-01-05 19:00:00	2009	1	5	19	1.13	6.21
2009-01-05 20:00:00	2009	1	5	20	1.04	5.59
2009-01-05 21:00:00	2009	1	5	21	0.97	5.53
2009-01-05 22:00:00	2009	1	5	22	1.03	5.89
2009-01-05 23:00:00	2009	1	5	23	1.0	5.9
2009-01-06 00:00:00	2009	1	6	0	1.1	5.73
2009-01-06 01:00:00	2009	1	6	1	1.04	5.65
2009-01-06 02:00:00	2009	1	6	2	1.24	5.19
2009-01-06 03:00:00	2009	1	6	3	1.42	4.81
2009-01-06 04:00:00	2009	1	6	4	1.36	4.92
2009-01-06 05:00:00	2009	1	6	5	1.15	4.81
2009-01-06 06:00:00	2009	1	6	6	1.07	4.81
2009-01-06 07:00:00	2009	1	6	7	0.97	4.83
2009-01-06 08:00:00	2009	1	6	8	1.06	5.27
2009-01-06 09:00:00	2009	1	6	9	0.98	5.44
2009-01-06 10:00:00	2009	1	6	10	0.94	5.51
2009-01-06 11:00:00	2009	1	6	11	0.98	5.68
2009-01-06 12:00:00	2009	1	6	12	1.06	6.05
2009-01-06 13:00:00	2009	1	6	13	0.99	5.99
2009-01-06 14:00:00	2009	1	6	14	1.11	6.52
2009-01-06 15:00:00	2009	1	6	15	1.13	6.6
2009-01-06 16:00:00	2009	1	6	16	1.14	6.81
2009-01-06 17:00:00	2009	1	6	17	1.23	6.95
2009-01-06 18:00:00	2009	1	6	18	1.19	6.51
2009-01-06 19:00:00	2009	1	6	19	1.1	6.26
2009-01-06 20:00:00	2009	1	6	20	1.23	6.49
2009-01-06 21:00:00	2009	1	6	21	1.31	6.34
2009-01-06 22:00:00	2009	1	6	22	1.41	6.56
2009-01-06 23:00:00	2009	1	6	23	1.43	6.73
2009-01-07 00:00:00	2009	1	7	0	1.3	6.34
2009-01-07 01:00:00	2009	1	7	1	1.4	6.63
2009-01-07 02:00:00	2009	1	7	2	1.22	7.02
2009-01-07 03:00:00	2009	1	7	3	1.12	6.91
2009-01-07 04:00:00	2009	1	7	4	1.11	7.44
2009-01-07 05:00:00	2009	1	7	5	1.17	7.4
2009-01-07 06:00:00	2009	1	7	6	1.18	7.59
2009-01-07 07:00:00	2009	1	7	7	1.23	7.21
2009-01-07 08:00:00	2009	1	7	8	1.12	6.9
2009-01-07 09:00:00	2009	1	7	9	1.13	6.95
2009-01-07 10:00:00	2009	1	7	10	1.19	7.2
2009-01-07 11:00:00	2009	1	7	11	1.18	7.23
2009-01-07 12:00:00	2009	1	7	12	1.07	6.79
2009-01-07 13:00:00	2009	1	7	13	1.09	6.61
2009-01-07 14:00:00	2009	1	7	14	1.25	7.18
2009-01-07 15:00:00	2009	1	7	15	1.07	6.94
2009-01-07 16:00:00	2009	1	7	16	1.07	7.24
2009-01-07 17:00:00	2009	1	7	17	1.05	6.72
2009-01-07 18:00:00	2009	1	7	18	1.03	6.89
2009-01-07 19:00:00	2009	1	7	19	0.99	6.97
2009-01-07 20:00:00	2009	1	7	20	0.93	6.67
2009-01-07 21:00:00	2009	1	7	21	1.06	7.51
2009-01-07 22:00:00	2009	1	7	22	0.92	7.42
2009-01-07 23:00:00	2009	1	7	23	0.98	7.55
2009-01-08 00:00:00	2009	1	8	0	1.04	7.85
2009-01-08 01:00:00	2009	1	8	1	0.93	7.53
2009-01-08 02:00:00	2009	1	8	2	1.03	8.15
2009-01-08 03:00:00	2009	1	8	3	0.93	8.43
2009-01-08 04:00:00	2009	1	8	4	0.95	8.12
2009-01-08 05:00:00	2009	1	8	5	0.88	7.85
2009-01-08 06:00:00	2009	1	8	6	0.93	7.83
2009-01-08 07:00:00	2009	1	8	7	0.9	7.45
2009-01-08 08:00:00	2009	1	8	8	0.87	7.31
2009-01-08 09:00:00	2009	1	8	9	0.74	6.79
2009-01-08 10:00:00	2009	1	8	10	0.84	7.26
2009-01-08 11:00:00	2009	1	8	11	0.78	6.86
2009-01-08 12:00:00	2009	1	8	12	0.76	6.87
2009-01-08 13:00:00	2009	1	8	13	0.78	7.02
2009-01-08 14:00:00	2009	1	8	14	0.74	6.48
2009-01-08 15:00:00	2009	1	8	15	0.67	5.76
2009-01-08 16:00:00	2009	1	8	16	0.72	5.8
2009-01-08 17:00:00	2009	1	8	17	0.8	6.18
2009-01-08 18:00:00	2009	1	8	18	0.82	6.34
2009-01-08 19:00:00	2009	1	8	19	0.82	6.56
2009-01-08 20:00:00	2009	1	8	20	0.77	6.52
2009-01-08 21:00:00	2009	1	8	21	0.64	5.74
2009-01-08 22:00:00	2009	1	8	22	0.69	6.59
2009-01-08 23:00:00	2009	1	8	23	0.65	6.01
2009-01-09 00:00:00	2009	1	9	0	0.72	6.56
2009-01-09 01:00:00	2009	1	9	1	0.68	6.32
2009-01-09 02:00:00	2009	1	9	2	0.8	6.35
2009-01-09 03:00:00	2009	1	9	3	0.84	6.5
2009-01-09 04:00:00	2009	1	9	4	0.8	6.52
2009-01-09 05:00:00	2009	1	9	5	0.77	6.7
2009-01-09 06:00:00	2009	1	9	6	0.77	6.76
2009-01-09 07:00:00	2009	1	9	7	0.76	6.39
2009-01-09 08:00:00	2009	1	9	8	0.83	6.51
2009-01-09 09:00:00	2009	1	9	9	0.91	6.63
2009-01-09 10:00:00	2009	1	9	10	0.92	6.46
2009-01-09 11:00:00	2009	1	9	11	0.89	6.44
2009-01-09 12:00:00	2009	1	9	12	0.9	6.32
2009-01-09 13:00:00	2009	1	9	13	0.86	6.43
2009-01-09 14:00:00	2009	1	9	14	0.85	6.41
2009-01-09 15:00:00	2009	1	9	15	0.88	6.8
2009-01-09 16:00:00	2009	1	9	16	0.87	6.89
2009-01-09 17:00:00	2009	1	9	17	0.84	6.85
2009-01-09 18:00:00	2009	1	9	18	0.92	7.08
2009-01-09 19:00:00	2009	1	9	19	0.85	6.83
2009-01-09 20:00:00	2009	1	9	20	0.9	6.8
2009-01-09 21:00:00	2009	1	9	21	0.94	6.48
2009-01-09 22:00:00	2009	1	9	22	0.91	6.34
2009-01-09 23:00:00	2009	1	9	23	0.91	6.48
2009-01-10 00:00:00	2009	1	10	0	0.99	6.78
2009-01-10 01:00:00	2009	1	10	1	0.91	6.34
2009-01-10 02:00:00	2009	1	10	2	0.92	5.72
2009-01-10 03:00:00	2009	1	10	3	0.94	4.83
2009-01-10 04:00:00	2009	1	10	4	1.18	4.75
2009-01-10 05:00:00	2009	1	10	5	1.39	4.78
2009-01-10 06:00:00	2009	1	10	6	1.37	5.12
2009-01-10 07:00:00	2009	1	10	7	1.07	5.01
2009-01-10 08:00:00	2009	1	10	8	1.01	5.15
2009-01-10 09:00:00	2009	1	10	9	1.0	5.34
2009-01-10 10:00:00	2009	1	10	10	1.08	5.27
2009-01-10 11:00:00	2009	1	10	11	1.09	5.35
2009-01-10 12:00:00	2009	1	10	12	1.03	5.29
2009-01-10 13:00:00	2009	1	10	13	0.98	5.38
2009-01-10 14:00:00	2009	1	10	14	0.95	5.38
2009-01-10 15:00:00	2009	1	10	15	0.88	5.35
2009-01-10 16:00:00	2009	1	10	16	0.92	5.24
2009-01-10 17:00:00	2009	1	10	17	0.89	4.94
2009-01-10 18:00:00	2009	1	10	18	0.87	4.65
2009-01-10 19:00:00	2009	1	10	19	0.85	4.95
2009-01-10 20:00:00	2009	1	10	20	0.85	4.98
2009-01-10 21:00:00	2009	1	10	21	0.77	5.02
2009-01-10 22:00:00	2009	1	10	22	0.81	5.4
2009-01-10 23:00:00	2009	1	10	23	0.77	5.78
2009-01-11 00:00:00	2009	1	11	0	0.77	5.4
2009-01-11 01:00:00	2009	1	11	1	0.92	4.53
2009-01-11 02:00:00	2009	1	11	2	1.05	4.18
2009-01-11 03:00:00	2009	1	11	3	0.96	4.24
2009-01-11 04:00:00	2009	1	11	4	1.02	4.27
2009-01-11 05:00:00	2009	1	11	5	0.88	4.32
2009-01-11 06:00:00	2009	1	11	6	0.92	4.38
2009-01-11 07:00:00	2009	1	11	7	0.74	4.36
2009-01-11 08:00:00	2009	1	11	8	0.81	4.7
