time	year	month	day	hour	WVHT	APD
2012-01-01 01:00:00	2012	1	1	1	3.25	6.68
2012-01-01 02:00:00	2012	1	1	2	3.35	6.89
2012-01-01 03:00:00	2012	1	1	3	2.97	6.35
2012-01-01 04:00:00	2012	1	1	4	3.19	6.56
2012-01-01 05:00:00	2012	1	1	5	2.95	6.43
2012-01-01 06:00:00	2012	1	1	6	3.03	6.63
2012-01-01 07:00:00	2012	1	1	7	3.25	6.78
2012-01-01 08:00:00	2012	1	1	8	3.29	6.8
2012-01-01 09:00:00	2012	1	1	9	3.13	6.74
2012-01-01 10:00:00	2012	1	1	10	3.57	7.13
2012-01-01 11:00:00	2012	1	1	11	3.1	6.68
2012-01-01 12:00:00	2012	1	1	12	3.17	6.63
2012-01-01 13:00:00	2012	1	1	13	3.07	6.55
2012-01-01 14:00:00	2012	1	1	14	3.32	6.74
2012-01-01 15:00:00	2012	1	1	15	3.25	6.79
2012-01-01 16:00:00	2012	1	1	16	2.96	6.7
2012-01-01 17:00:00	2012	1	1	17	3.19	6.93
2012-01-01 18:00:00	2012	1	1	18	3.41	6.96
2012-01-01 19:00:00	2012	1	1	19	3.59	7.07
2012-01-01 20:00:00	2012	1	1	20	3.62	7.3
2012-01-01 22:00:00	2012	1	1	22	3.17	6.93
2012-01-01 23:00:00	2012	1	1	23	3.51	7.25
2012-01-02 00:00:00	2012	1	2	0	3.74	7.28
2012-01-02 01:00:00	2012	1	2	1	3.51	7.1
2012-01-02 02:00:00	2012	1	2	2	3.64	7.28
2012-01-02 03:00:00	2012	1	2	3	3.33	6.76
2012-01-02 04:00:00	2012	1	2	4	3.36	6.86
2012-01-02 05:00:00	2012	1	2	5	3.71	7.22
2012-01-02 08:00:00	2012	1	2	8	3.23	6.58
2012-01-02 09:00:00	2012	1	2	9	3.15	6.65
2012-01-02 10:00:00	2012	1	2	10	3.43	6.98
2012-01-02 11:00:00	2012	1	2	11	3.18	6.76
2012-01-02 12:00:00	2012	1	2	12	3.53	6.97
